timestamp,open,high,low,close,volume
2022-11-30 21:00:00,1.04259,1.04261,1.04205,1.04212,0
2022-11-30 21:05:00,1.04212,1.04259,1.04205,1.04217,0
2022-11-30 21:10:00,1.04218,1.04246,1.04201,1.04207,0
2022-11-30 21:15:00,1.04206,1.04235,1.04187,1.04218,0
2022-11-30 21:20:00,1.04217,1.04259,1.04207,1.04257,0
2022-11-30 21:25:00,1.0426,1.04291,1.04246,1.04287,0
2022-11-30 21:30:00,1.04288,1.04306,1.04258,1.04295,0
2022-11-30 21:35:00,1.04295,1.04306,1.04262,1.04275,0
2022-11-30 21:40:00,1.04276,1.04279,1.04236,1.04243,0
2022-11-30 21:45:00,1.04243,1.04282,1.04236,1.04259,0
2022-11-30 21:50:00,1.04258,1.0426,1.04232,1.04236,0
2022-11-30 21:55:00,1.04236,1.04267,1.0423,1.0426,0
2022-11-30 22:00:00,1.0426,1.04283,1.04245,1.04274,0
2022-11-30 22:05:00,1.04273,1.04296,1.04256,1.04295,0
2022-11-30 22:10:00,1.04296,1.04297,1.0423,1.04243,0
2022-11-30 22:15:00,1.04244,1.04282,1.0424,1.04281,0
2022-11-30 22:20:00,1.04281,1.04302,1.04266,1.04275,0
2022-11-30 22:25:00,1.04275,1.04285,1.04241,1.04246,0
2022-11-30 22:30:00,1.04248,1.04291,1.04247,1.0429,0
2022-11-30 22:35:00,1.04291,1.04325,1.04291,1.04317,0
2022-11-30 22:40:00,1.04317,1.04326,1.04289,1.04297,0
2022-11-30 22:45:00,1.04297,1.04302,1.04277,1.04296,0
2022-11-30 22:50:00,1.04297,1.04316,1.04275,1.04298,0
2022-11-30 22:55:00,1.04299,1.04322,1.04298,1.04316,0
2022-11-30 23:00:00,1.04315,1.04315,1.04258,1.04273,0
2022-11-30 23:05:00,1.04271,1.0428,1.04261,1.04278,0
2022-11-30 23:10:00,1.0428,1.043,1.04278,1.04289,0
2022-11-30 23:15:00,1.0429,1.04314,1.04281,1.04303,0
2022-11-30 23:20:00,1.04303,1.04323,1.04291,1.04321,0
2022-11-30 23:25:00,1.04321,1.04337,1.04319,1.04327,0
2022-11-30 23:30:00,1.04326,1.04376,1.04324,1.04367,0
2022-11-30 23:35:00,1.04366,1.04403,1.04361,1.04396,0
2022-11-30 23:40:00,1.04397,1.04409,1.0439,1.04398,0
2022-11-30 23:45:00,1.04397,1.04422,1.04364,1.04371,0
2022-11-30 23:50:00,1.04372,1.04401,1.04369,1.04386,0
2022-11-30 23:55:00,1.04385,1.04398,1.04381,1.0439,0
2022-12-01 00:00:00,1.04389,1.0441,1.04377,1.04407,0
2022-12-01 00:05:00,1.04405,1.04433,1.04396,1.04414,0
2022-12-01 00:10:00,1.04413,1.0444,1.044,1.04439,0
2022-12-01 00:15:00,1.04439,1.04471,1.04422,1.04444,0
2022-12-01 00:20:00,1.04446,1.04468,1.04426,1.04465,0
2022-12-01 00:25:00,1.04466,1.04479,1.04436,1.04436,0
2022-12-01 00:30:00,1.04437,1.04457,1.04426,1.04452,0
2022-12-01 00:35:00,1.0445,1.04478,1.04444,1.04475,0
2022-12-01 00:40:00,1.04474,1.04512,1.04467,1.045,0
2022-12-01 00:45:00,1.04502,1.04504,1.04454,1.04454,0
2022-12-01 00:50:00,1.04457,1.04477,1.04415,1.04418,0
2022-12-01 00:55:00,1.04423,1.04468,1.04405,1.04454,0
2022-12-01 01:00:00,1.04456,1.04456,1.04421,1.04433,0
2022-12-01 01:05:00,1.04434,1.04469,1.04422,1.04424,0
2022-12-01 01:10:00,1.04424,1.0445,1.04417,1.04431,0
2022-12-01 01:15:00,1.04432,1.04448,1.04426,1.04439,0
2022-12-01 01:20:00,1.04439,1.04443,1.04412,1.04431,0
2022-12-01 01:25:00,1.0443,1.04455,1.04406,1.04422,0
2022-12-01 01:30:00,1.04422,1.0445,1.04412,1.04448,0
2022-12-01 01:35:00,1.04447,1.04497,1.04441,1.04484,0
2022-12-01 01:40:00,1.04483,1.04517,1.04479,1.04489,0
2022-12-01 01:45:00,1.04489,1.04539,1.04474,1.04536,0
2022-12-01 01:50:00,1.04535,1.04562,1.04521,1.04554,0
2022-12-01 01:55:00,1.04554,1.04563,1.04523,1.04557,0
2022-12-01 02:00:00,1.0456,1.0459,1.04501,1.04522,0
2022-12-01 02:05:00,1.04523,1.04539,1.04486,1.04487,0
2022-12-01 02:10:00,1.04485,1.04503,1.04444,1.04472,0
2022-12-01 02:15:00,1.04471,1.04617,1.04467,1.04603,0
2022-12-01 02:20:00,1.04603,1.04638,1.04558,1.04568,0
2022-12-01 02:25:00,1.04569,1.0457,1.04469,1.04485,0
2022-12-01 02:30:00,1.04488,1.04496,1.0443,1.0444,0
2022-12-01 02:35:00,1.04441,1.04477,1.044,1.04428,0
2022-12-01 02:40:00,1.04427,1.04438,1.0435,1.04366,0
2022-12-01 02:45:00,1.04366,1.04427,1.04362,1.04407,0
2022-12-01 02:50:00,1.04405,1.04405,1.04166,1.04221,0
2022-12-01 02:55:00,1.0422,1.0422,1.0394,1.04032,0
2022-12-01 03:00:00,1.04037,1.04132,1.03929,1.04132,0
2022-12-01 03:05:00,1.04133,1.04167,1.04101,1.04108,0
2022-12-01 03:10:00,1.04108,1.04239,1.04106,1.04236,0
2022-12-01 03:15:00,1.04237,1.04276,1.04111,1.04118,0
2022-12-01 03:20:00,1.04118,1.04149,1.04095,1.04103,0
2022-12-01 03:25:00,1.04103,1.04115,1.04032,1.04106,0
2022-12-01 03:30:00,1.04106,1.04197,1.04105,1.0418,0
2022-12-01 03:35:00,1.0418,1.04282,1.04166,1.04272,0
2022-12-01 03:40:00,1.04271,1.04318,1.04235,1.043,0
2022-12-01 03:45:00,1.04302,1.0435,1.04266,1.0428,0
2022-12-01 03:50:00,1.04282,1.04385,1.0427,1.04361,0
2022-12-01 03:55:00,1.04362,1.04463,1.04358,1.04439,0
2022-12-01 04:00:00,1.0444,1.04468,1.0435,1.04366,0
2022-12-01 04:05:00,1.04368,1.04379,1.04302,1.04302,0
2022-12-01 04:10:00,1.04301,1.04359,1.04267,1.04359,0
2022-12-01 04:15:00,1.04359,1.04405,1.04351,1.04402,0
2022-12-01 04:20:00,1.04403,1.04447,1.04373,1.0438,0
2022-12-01 04:25:00,1.04382,1.04415,1.04333,1.04398,0
2022-12-01 04:30:00,1.04397,1.04407,1.04342,1.04354,0
2022-12-01 04:35:00,1.04354,1.04369,1.04288,1.04308,0
2022-12-01 04:40:00,1.04308,1.04362,1.04291,1.04354,0
2022-12-01 04:45:00,1.04353,1.04378,1.04314,1.04373,0
2022-12-01 04:50:00,1.04375,1.04406,1.04352,1.04375,0
2022-12-01 04:55:00,1.04375,1.04423,1.04368,1.04412,0
2022-12-01 05:00:00,1.04412,1.04439,1.04375,1.04406,0
2022-12-01 05:05:00,1.04403,1.04464,1.04392,1.0443,0
2022-12-01 05:10:00,1.0443,1.04496,1.04429,1.04457,0
2022-12-01 05:15:00,1.04457,1.04491,1.04437,1.04458,0
2022-12-01 05:20:00,1.04458,1.04474,1.04406,1.04436,0
2022-12-01 05:25:00,1.04437,1.04459,1.04416,1.04427,0
2022-12-01 05:30:00,1.04429,1.0443,1.04347,1.04363,0
2022-12-01 05:35:00,1.04363,1.04382,1.04307,1.04322,0
2022-12-01 05:40:00,1.04322,1.04338,1.0427,1.04281,0
2022-12-01 05:45:00,1.0428,1.04312,1.04266,1.04312,0
2022-12-01 05:50:00,1.0431,1.04384,1.0431,1.04377,0
2022-12-01 05:55:00,1.04378,1.04382,1.04181,1.042,0
2022-12-01 06:00:00,1.04201,1.04257,1.04176,1.0424,0
2022-12-01 06:05:00,1.0424,1.04307,1.04228,1.04296,0
2022-12-01 06:10:00,1.04295,1.04309,1.04262,1.04291,0
2022-12-01 06:15:00,1.04292,1.04311,1.04249,1.043,0
2022-12-01 06:20:00,1.04299,1.04343,1.04287,1.04333,0
2022-12-01 06:25:00,1.04332,1.04342,1.04295,1.0434,0
2022-12-01 06:30:00,1.04339,1.04402,1.04336,1.04392,0
2022-12-01 06:35:00,1.0439,1.04404,1.04367,1.04389,0
2022-12-01 06:40:00,1.04388,1.04403,1.04355,1.04367,0
2022-12-01 06:45:00,1.04368,1.04375,1.04303,1.04306,0
2022-12-01 06:50:00,1.04307,1.04362,1.04286,1.0435,0
2022-12-01 06:55:00,1.04348,1.04376,1.04337,1.04374,0
2022-12-01 07:00:00,1.04374,1.04409,1.04368,1.04409,0
2022-12-01 07:05:00,1.04412,1.04444,1.04402,1.04425,0
2022-12-01 07:10:00,1.04425,1.04497,1.04405,1.04408,0
2022-12-01 07:15:00,1.04409,1.04429,1.04372,1.04377,0
2022-12-01 07:20:00,1.04377,1.04423,1.0436,1.04398,0
2022-12-01 07:25:00,1.04398,1.04496,1.04398,1.04493,0
2022-12-01 07:30:00,1.04496,1.04518,1.0446,1.04478,0
2022-12-01 07:35:00,1.04479,1.04538,1.04479,1.04518,0
2022-12-01 07:40:00,1.04518,1.04531,1.04492,1.04503,0
2022-12-01 07:45:00,1.04502,1.04519,1.04437,1.04514,0
2022-12-01 07:50:00,1.04513,1.04546,1.04449,1.04453,0
2022-12-01 07:55:00,1.04455,1.0453,1.04443,1.04446,0
2022-12-01 08:00:00,1.04445,1.04445,1.04345,1.04403,0
2022-12-01 08:05:00,1.04404,1.04481,1.04403,1.04472,0
2022-12-01 08:10:00,1.04471,1.04544,1.04455,1.04537,0
2022-12-01 08:15:00,1.04537,1.04595,1.04506,1.04587,0
2022-12-01 08:20:00,1.04586,1.04733,1.04576,1.04718,0
2022-12-01 08:25:00,1.04718,1.0476,1.04681,1.04693,0
2022-12-01 08:30:00,1.04695,1.04947,1.0459,1.04942,0
2022-12-01 08:35:00,1.04947,1.05039,1.04789,1.05037,0
2022-12-01 08:40:00,1.05036,1.05134,1.04961,1.04976,0
2022-12-01 08:45:00,1.04976,1.04988,1.04854,1.04854,0
2022-12-01 08:50:00,1.04855,1.0489,1.04791,1.04882,0
2022-12-01 08:55:00,1.04885,1.05051,1.04866,1.04893,0
2022-12-01 09:00:00,1.04895,1.04973,1.04846,1.04863,0
2022-12-01 09:05:00,1.04863,1.05014,1.04862,1.04989,0
2022-12-01 09:10:00,1.04988,1.0506,1.04961,1.05055,0
2022-12-01 09:15:00,1.05052,1.05067,1.04985,1.05006,0
2022-12-01 09:20:00,1.05008,1.05046,1.04945,1.05008,0
2022-12-01 09:25:00,1.05006,1.05088,1.05003,1.05048,0
2022-12-01 09:30:00,1.05053,1.05104,1.05003,1.05103,0
2022-12-01 09:35:00,1.05104,1.05173,1.05004,1.05007,0
2022-12-01 09:40:00,1.05008,1.05134,1.05003,1.05101,0
2022-12-01 09:45:00,1.05101,1.05224,1.05101,1.05202,0
2022-12-01 09:50:00,1.05203,1.05287,1.05187,1.05239,0
2022-12-01 09:55:00,1.05234,1.05276,1.05214,1.05224,0
2022-12-01 10:00:00,1.05241,1.05336,1.05179,1.05247,0
2022-12-01 10:05:00,1.05247,1.05298,1.05194,1.05198,0
2022-12-01 10:10:00,1.05198,1.052,1.04995,1.05078,0
2022-12-01 10:15:00,1.05079,1.05092,1.04835,1.04918,0
2022-12-01 10:20:00,1.04919,1.05038,1.04892,1.0491,0
2022-12-01 10:25:00,1.04911,1.05025,1.04891,1.04921,0
2022-12-01 10:30:00,1.04921,1.04955,1.04812,1.04924,0
2022-12-01 10:35:00,1.04925,1.04991,1.04909,1.04968,0
2022-12-01 10:40:00,1.04967,1.04978,1.04825,1.04947,0
2022-12-01 10:45:00,1.04946,1.0507,1.04901,1.05052,0
2022-12-01 10:50:00,1.05049,1.05063,1.04894,1.04895,0
2022-12-01 10:55:00,1.04893,1.04893,1.04712,1.0487,0
2022-12-01 11:00:00,1.04871,1.04912,1.04821,1.04896,0
2022-12-01 11:05:00,1.04896,1.04959,1.0489,1.04957,0
2022-12-01 11:10:00,1.04954,1.04975,1.0491,1.04949,0
2022-12-01 11:15:00,1.04946,1.04973,1.04886,1.04971,0
2022-12-01 11:20:00,1.0497,1.05022,1.04958,1.04964,0
2022-12-01 11:25:00,1.04963,1.04967,1.04905,1.04905,0
2022-12-01 11:30:00,1.04905,1.05041,1.04903,1.05029,0
2022-12-01 11:35:00,1.05026,1.05054,1.04975,1.05019,0
2022-12-01 11:40:00,1.05019,1.05085,1.04976,1.05047,0
2022-12-01 11:45:00,1.05047,1.05068,1.04997,1.05028,0
2022-12-01 11:50:00,1.05027,1.05047,1.04957,1.04978,0
2022-12-01 11:55:00,1.04979,1.05023,1.04921,1.04971,0
2022-12-01 12:00:00,1.04969,1.04971,1.04817,1.04818,0
2022-12-01 12:05:00,1.04818,1.04846,1.04696,1.04702,0
2022-12-01 12:10:00,1.04701,1.0477,1.04694,1.04741,0
2022-12-01 12:15:00,1.04741,1.04768,1.04709,1.04713,0
2022-12-01 12:20:00,1.04714,1.04927,1.04697,1.0489,0
2022-12-01 12:25:00,1.0489,1.05001,1.04888,1.04989,0
2022-12-01 12:30:00,1.04991,1.05089,1.04991,1.05075,0
2022-12-01 12:35:00,1.05075,1.05076,1.05004,1.05029,0
2022-12-01 12:40:00,1.0503,1.05053,1.04986,1.05039,0
2022-12-01 12:45:00,1.0504,1.05117,1.05029,1.05081,0
2022-12-01 12:50:00,1.0508,1.05123,1.05058,1.05065,0
2022-12-01 12:55:00,1.05067,1.05109,1.05046,1.05072,0
2022-12-01 13:00:00,1.05072,1.05121,1.05068,1.05107,0
2022-12-01 13:05:00,1.05107,1.05192,1.05105,1.05176,0
2022-12-01 13:10:00,1.05176,1.0518,1.05125,1.05144,0
2022-12-01 13:15:00,1.05146,1.05151,1.05048,1.05057,0
2022-12-01 13:20:00,1.05058,1.05089,1.05042,1.05075,0
2022-12-01 13:25:00,1.05075,1.0512,1.05069,1.05075,0
2022-12-01 13:30:00,1.05076,1.05108,1.05041,1.05056,0
2022-12-01 13:35:00,1.05055,1.05107,1.05049,1.05076,0
2022-12-01 13:40:00,1.05074,1.05122,1.05074,1.05107,0
2022-12-01 13:45:00,1.05108,1.05142,1.05076,1.05088,0
2022-12-01 13:50:00,1.05088,1.05108,1.0503,1.05038,0
2022-12-01 13:55:00,1.05039,1.05085,1.05026,1.05075,0
2022-12-01 14:00:00,1.05076,1.05094,1.04986,1.04989,0
2022-12-01 14:05:00,1.0499,1.05018,1.04959,1.05011,0
2022-12-01 14:10:00,1.0501,1.05075,1.05006,1.05069,0
2022-12-01 14:15:00,1.05068,1.05109,1.05062,1.051,0
2022-12-01 14:20:00,1.05102,1.05126,1.05095,1.05119,0
2022-12-01 14:25:00,1.05119,1.05125,1.05055,1.05063,0
2022-12-01 14:30:00,1.05063,1.05122,1.05035,1.05107,0
2022-12-01 14:35:00,1.05106,1.05109,1.05067,1.051,0
2022-12-01 14:40:00,1.05101,1.05135,1.05094,1.05103,0
2022-12-01 14:45:00,1.05105,1.05181,1.05096,1.05175,0
2022-12-01 14:50:00,1.05174,1.05198,1.05152,1.05166,0
2022-12-01 14:55:00,1.05165,1.05196,1.05124,1.05184,0
2022-12-01 15:00:00,1.05185,1.05205,1.05145,1.05146,0
2022-12-01 15:05:00,1.05145,1.0517,1.05136,1.0517,0
2022-12-01 15:10:00,1.0517,1.05189,1.05118,1.05127,0
2022-12-01 15:15:00,1.05127,1.0517,1.05121,1.0517,0
2022-12-01 15:20:00,1.05169,1.05177,1.05136,1.05154,0
2022-12-01 15:25:00,1.05156,1.05182,1.05146,1.05173,0
2022-12-01 15:30:00,1.05174,1.05252,1.05172,1.05248,0
2022-12-01 15:35:00,1.05247,1.05275,1.05237,1.05272,0
2022-12-01 15:40:00,1.0527,1.053,1.0525,1.053,0
2022-12-01 15:45:00,1.05298,1.05303,1.05262,1.0527,0
2022-12-01 15:50:00,1.05268,1.05287,1.0525,1.05251,0
2022-12-01 15:55:00,1.0525,1.0528,1.05237,1.05238,0
2022-12-01 16:00:00,1.05238,1.05248,1.05222,1.05231,0
2022-12-01 16:05:00,1.0523,1.05256,1.05225,1.05225,0
2022-12-01 16:10:00,1.05226,1.05247,1.05224,1.05245,0
2022-12-01 16:15:00,1.05246,1.0525,1.05235,1.05243,0
2022-12-01 16:20:00,1.05243,1.05251,1.0523,1.05232,0
2022-12-01 16:25:00,1.0523,1.05243,1.05216,1.05236,0
2022-12-01 16:30:00,1.05237,1.05262,1.05235,1.05248,0
2022-12-01 16:35:00,1.05248,1.05259,1.05239,1.05247,0
2022-12-01 16:40:00,1.05248,1.05262,1.05243,1.05258,0
2022-12-01 16:45:00,1.05258,1.05284,1.05257,1.05284,0
2022-12-01 16:50:00,1.05283,1.05292,1.05256,1.05258,0
2022-12-01 16:55:00,1.05259,1.05273,1.05209,1.05209,0
2022-12-01 17:00:00,1.05156,1.0522,1.05156,1.05215,0
2022-12-01 17:05:00,1.05214,1.05215,1.0521,1.0521,0
2022-12-01 17:10:00,1.0521,1.05216,1.0521,1.0521,0
2022-12-01 17:15:00,1.05214,1.05244,1.0521,1.0521,0
2022-12-01 17:20:00,1.0521,1.05224,1.0521,1.05211,0
2022-12-01 17:25:00,1.05211,1.05235,1.0521,1.05231,0
2022-12-01 17:30:00,1.05236,1.05241,1.0523,1.05238,0
2022-12-01 17:35:00,1.05238,1.0525,1.05229,1.0524,0
2022-12-01 17:40:00,1.05239,1.05245,1.05225,1.05238,0
2022-12-01 17:45:00,1.05234,1.05244,1.05228,1.05243,0
2022-12-01 17:50:00,1.05233,1.05255,1.05194,1.05221,0
2022-12-01 17:55:00,1.05218,1.05236,1.05204,1.05216,0
2022-12-01 18:00:00,1.05215,1.05239,1.05195,1.05211,0
2022-12-01 18:05:00,1.05212,1.05237,1.05206,1.05236,0
2022-12-01 18:10:00,1.05236,1.05378,1.05232,1.05374,0
2022-12-01 18:15:00,1.05373,1.05393,1.05314,1.05316,0
2022-12-01 18:20:00,1.05318,1.05353,1.05316,1.05346,0
2022-12-01 18:25:00,1.05346,1.05347,1.05301,1.05327,0
2022-12-01 18:30:00,1.05325,1.05333,1.05296,1.05296,0
2022-12-01 18:35:00,1.05295,1.05295,1.05271,1.05288,0
2022-12-01 18:40:00,1.05289,1.05296,1.05249,1.05252,0
2022-12-01 18:45:00,1.05252,1.05265,1.05246,1.05263,0
2022-12-01 18:50:00,1.05264,1.05273,1.05251,1.05258,0
2022-12-01 18:55:00,1.05258,1.05287,1.05257,1.05278,0
2022-12-01 19:00:00,1.05278,1.05278,1.05201,1.05212,0
2022-12-01 19:05:00,1.05212,1.05228,1.05202,1.05221,0
2022-12-01 19:10:00,1.05221,1.05238,1.0521,1.0521,0
2022-12-01 19:15:00,1.0521,1.05212,1.05166,1.05181,0
2022-12-01 19:20:00,1.05181,1.05189,1.05161,1.05164,0
2022-12-01 19:25:00,1.05164,1.05168,1.05136,1.05146,0
2022-12-01 19:30:00,1.05145,1.05156,1.05115,1.05121,0
2022-12-01 19:35:00,1.05121,1.05154,1.05116,1.05131,0
2022-12-01 19:40:00,1.05131,1.05141,1.05117,1.05126,0
2022-12-01 19:45:00,1.05127,1.05131,1.05101,1.05101,0
2022-12-01 19:50:00,1.05101,1.05116,1.05091,1.05107,0
2022-12-01 19:55:00,1.05105,1.05107,1.0507,1.05099,0
2022-12-01 20:00:00,1.05099,1.05116,1.05066,1.05114,0
2022-12-01 20:05:00,1.05114,1.05142,1.05114,1.05137,0
2022-12-01 20:10:00,1.05137,1.0514,1.05063,1.05093,0
2022-12-01 20:15:00,1.05093,1.05144,1.05093,1.05132,0
2022-12-01 20:20:00,1.05133,1.05157,1.05117,1.05127,0
2022-12-01 20:25:00,1.05125,1.05141,1.05107,1.05113,0
2022-12-01 20:30:00,1.05114,1.05171,1.05114,1.05116,0
2022-12-01 20:35:00,1.05116,1.05125,1.05084,1.05096,0
2022-12-01 20:40:00,1.05096,1.05144,1.05096,1.05127,0
2022-12-01 20:45:00,1.05127,1.0513,1.05099,1.051,0
2022-12-01 20:50:00,1.05101,1.0511,1.05076,1.05108,0
2022-12-01 20:55:00,1.05108,1.05165,1.05099,1.05132,0
2022-12-01 21:00:00,1.05132,1.05159,1.05127,1.05151,0
2022-12-01 21:05:00,1.05151,1.05167,1.05116,1.05147,0
2022-12-01 21:10:00,1.05147,1.05154,1.05098,1.05116,0
2022-12-01 21:15:00,1.05118,1.05127,1.05093,1.05113,0
2022-12-01 21:20:00,1.05113,1.05127,1.05101,1.05114,0
2022-12-01 21:25:00,1.05114,1.05116,1.05049,1.05096,0
2022-12-01 21:30:00,1.05097,1.05105,1.05069,1.05082,0
2022-12-01 21:35:00,1.05081,1.05128,1.05077,1.05098,0
2022-12-01 21:40:00,1.05097,1.05106,1.05073,1.05091,0
2022-12-01 21:45:00,1.05091,1.05103,1.05071,1.05071,0
2022-12-01 21:50:00,1.05071,1.05128,1.05065,1.05116,0
2022-12-01 21:55:00,1.05118,1.05124,1.05092,1.05117,0
2022-12-01 22:00:00,1.05116,1.05145,1.05097,1.05143,0
2022-12-01 22:05:00,1.05142,1.05159,1.05123,1.05153,0
2022-12-01 22:10:00,1.05151,1.0516,1.05141,1.0516,0
2022-12-01 22:15:00,1.05161,1.05163,1.05101,1.05122,0
2022-12-01 22:20:00,1.05124,1.05178,1.05123,1.05163,0
2022-12-01 22:25:00,1.05164,1.05191,1.05162,1.05189,0
2022-12-01 22:30:00,1.05189,1.05223,1.05182,1.05223,0
2022-12-01 22:35:00,1.05222,1.05229,1.05205,1.05223,0
2022-12-01 22:40:00,1.05223,1.0523,1.05202,1.05212,0
2022-12-01 22:45:00,1.05214,1.05235,1.05212,1.05232,0
2022-12-01 22:50:00,1.05233,1.05256,1.05231,1.05253,0
2022-12-01 22:55:00,1.05254,1.05254,1.05231,1.05243,0
2022-12-01 23:00:00,1.05242,1.05258,1.05232,1.05246,0
2022-12-01 23:05:00,1.05246,1.05251,1.05212,1.0522,0
2022-12-01 23:10:00,1.05219,1.05224,1.05212,1.05217,0
2022-12-01 23:15:00,1.05218,1.05222,1.05197,1.05205,0
2022-12-01 23:20:00,1.05206,1.05247,1.05205,1.05235,0
2022-12-01 23:25:00,1.05232,1.05244,1.05217,1.05229,0
2022-12-01 23:30:00,1.05229,1.05241,1.05217,1.05236,0
2022-12-01 23:35:00,1.05236,1.05257,1.05224,1.0523,0
2022-12-01 23:40:00,1.05231,1.05233,1.05201,1.05203,0
2022-12-01 23:45:00,1.05203,1.05203,1.05164,1.05193,0
2022-12-01 23:50:00,1.05192,1.05215,1.05184,1.05212,0
2022-12-01 23:55:00,1.05212,1.05237,1.05211,1.05231,0
2022-12-02 00:00:00,1.05232,1.05239,1.05217,1.0523,0
2022-12-02 00:05:00,1.0523,1.05257,1.05213,1.05241,0
2022-12-02 00:10:00,1.05242,1.0528,1.05235,1.05277,0
2022-12-02 00:15:00,1.05278,1.05284,1.05247,1.05253,0
2022-12-02 00:20:00,1.05252,1.05271,1.05223,1.05225,0
2022-12-02 00:25:00,1.05223,1.05255,1.05219,1.05245,0
2022-12-02 00:30:00,1.05245,1.05247,1.05201,1.0521,0
2022-12-02 00:35:00,1.0521,1.05218,1.05183,1.05202,0
2022-12-02 00:40:00,1.05201,1.05219,1.05178,1.05217,0
2022-12-02 00:45:00,1.05217,1.05275,1.05212,1.05275,0
2022-12-02 00:50:00,1.05275,1.05279,1.05237,1.05244,0
2022-12-02 00:55:00,1.05245,1.05247,1.0522,1.05231,0
2022-12-02 01:00:00,1.05231,1.05256,1.05228,1.05253,0
2022-12-02 01:05:00,1.05254,1.05275,1.05239,1.05243,0
2022-12-02 01:10:00,1.05242,1.05279,1.0524,1.05271,0
2022-12-02 01:15:00,1.05272,1.05317,1.05254,1.05306,0
2022-12-02 01:20:00,1.05307,1.05323,1.05299,1.05312,0
2022-12-02 01:25:00,1.05313,1.05357,1.05298,1.05333,0
2022-12-02 01:30:00,1.05333,1.05351,1.05304,1.05341,0
2022-12-02 01:35:00,1.05342,1.05343,1.05298,1.05311,0
2022-12-02 01:40:00,1.05311,1.05311,1.05287,1.05291,0
2022-12-02 01:45:00,1.05292,1.05304,1.05285,1.05299,0
2022-12-02 01:50:00,1.05299,1.05313,1.05272,1.05305,0
2022-12-02 01:55:00,1.05305,1.0533,1.05272,1.05277,0
2022-12-02 02:00:00,1.05273,1.05332,1.05256,1.05307,0
2022-12-02 02:05:00,1.05308,1.05332,1.05237,1.05327,0
