timestamp,open,high,low,close,volume
2022-11-30 16:00:00,1.04055,1.04392,1.04004,1.04379,0
2022-11-30 20:00:00,1.04379,1.04477,1.04187,1.0439,0
2022-12-01 00:00:00,1.04389,1.04638,1.03929,1.04439,0
2022-12-01 04:00:00,1.0444,1.04546,1.04176,1.04446,0
2022-12-01 08:00:00,1.04445,1.05336,1.04345,1.04971,0
2022-12-01 12:00:00,1.04969,1.05303,1.04694,1.05238,0
2022-12-01 16:00:00,1.05238,1.05393,1.0507,1.05099,0
2022-12-01 20:00:00,1.05099,1.05258,1.05049,1.05231,0
2022-12-02 00:00:00,1.05232,1.05448,1.05127,1.05353,0
2022-12-02 04:00:00,1.05353,1.05445,1.05152,1.05375,0
2022-12-02 08:00:00,1.05384,1.05408,1.0428,1.05195,0
2022-12-02 12:00:00,1.05196,1.05402,1.05104,1.0533,0
2022-12-02 16:00:00,1.05332,1.05423,1.0532,1.05325,0
2022-12-04 16:00:00,1.05303,1.05478,1.05303,1.05426,0
2022-12-04 20:00:00,1.05428,1.05832,1.05414,1.0581,0
2022-12-05 00:00:00,1.05809,1.05847,1.05303,1.05541,0
2022-12-05 04:00:00,1.05542,1.05948,1.05196,1.05897,0
2022-12-05 08:00:00,1.05896,1.05938,1.04902,1.04931,0
2022-12-05 12:00:00,1.0493,1.05156,1.048,1.04849,0
2022-12-05 16:00:00,1.04851,1.05112,1.04841,1.05103,0
2022-12-05 20:00:00,1.05103,1.05186,1.04877,1.04906,0
2022-12-06 00:00:00,1.04905,1.05093,1.04755,1.04903,0
2022-12-06 04:00:00,1.04905,1.05326,1.04789,1.05252,0
2022-12-06 08:00:00,1.05254,1.05288,1.04858,1.04954,0
2022-12-06 12:00:00,1.04954,1.04973,1.04591,1.04693,0
2022-12-06 16:00:00,1.047,1.04703,1.04562,1.04611,0
2022-12-06 20:00:00,1.04614,1.04763,1.04549,1.04635,0
2022-12-07 00:00:00,1.04634,1.04801,1.04431,1.04777,0
2022-12-07 04:00:00,1.04778,1.05393,1.04656,1.05363,0
2022-12-07 08:00:00,1.05363,1.05496,1.04881,1.05036,0
2022-12-07 12:00:00,1.05037,1.05284,1.04985,1.05095,0
2022-12-07 16:00:00,1.05094,1.0515,1.05011,1.0502,0
2022-12-07 20:00:00,1.0502,1.05073,1.04942,1.05008,0
2022-12-08 00:00:00,1.0501,1.05309,1.04937,1.05265,0
2022-12-08 04:00:00,1.05265,1.05266,1.04895,1.05186,0
2022-12-08 08:00:00,1.05187,1.05647,1.05106,1.05512,0
2022-12-08 12:00:00,1.05512,1.05634,1.05381,1.05553,0
2022-12-08 16:00:00,1.0555,1.05633,1.05517,1.05601,0
2022-12-08 20:00:00,1.05599,1.05853,1.05593,1.05759,0
2022-12-09 00:00:00,1.05759,1.05881,1.05606,1.05608,0
2022-12-09 04:00:00,1.05607,1.05685,1.05466,1.05559,0
2022-12-09 08:00:00,1.05561,1.05663,1.05027,1.0549,0
2022-12-09 12:00:00,1.0549,1.05557,1.05302,1.05302,0
2022-12-09 16:00:00,1.05302,1.05349,1.05288,1.05316,0
2022-12-11 16:00:00,1.05264,1.05372,1.05095,1.05133,0
2022-12-11 20:00:00,1.05134,1.052,1.05057,1.0516,0
2022-12-12 00:00:00,1.05158,1.05512,1.05079,1.0545,0
2022-12-12 04:00:00,1.05452,1.05741,1.05442,1.05555,0
2022-12-12 08:00:00,1.05554,1.058,1.05174,1.0544,0
2022-12-12 12:00:00,1.05442,1.05483,1.05105,1.05357,0
2022-12-12 16:00:00,1.05359,1.05477,1.05309,1.05444,0
2022-12-12 20:00:00,1.05446,1.0554,1.05311,1.05411,0
2022-12-13 00:00:00,1.05412,1.05606,1.05313,1.05473,0
2022-12-13 04:00:00,1.05473,1.05523,1.05278,1.05481,0
2022-12-13 08:00:00,1.05481,1.06731,1.05396,1.06293,0
2022-12-13 12:00:00,1.06293,1.06408,1.06102,1.06269,0
2022-12-13 16:00:00,1.06268,1.06381,1.06206,1.06359,0
2022-12-13 20:00:00,1.06359,1.06389,1.06197,1.06239,0
2022-12-14 00:00:00,1.06238,1.06445,1.06187,1.06419,0
2022-12-14 04:00:00,1.0642,1.06718,1.06383,1.06453,0
2022-12-14 08:00:00,1.06454,1.06614,1.06314,1.06539,0
